relative_path,url
import-data/amazonlightsail-mysql.md,https://www.zoho.com/analytics/help/import-data/amazonlightsail-mysql.html
import-data/amazonlightsail-postgresql.md,https://www.zoho.com/analytics/help/import-data/amazonlightsail-postgresql.html
import-data/amazonrds-index.md,https://www.zoho.com/analytics/help/import-data/amazonrds-index.html
import-data/amazonrds-mariadb.md,https://www.zoho.com/analytics/help/import-data/amazonrds-mariadb.html
import-data/amazonrds-mysql.md,https://www.zoho.com/analytics/help/import-data/amazonrds-mysql.html
import-data/amazonrds-oracle.md,https://www.zoho.com/analytics/help/import-data/amazonrds-oracle.html
import-data/amazonrds-sqlserver.md,https://www.zoho.com/analytics/help/import-data/amazonrds-sqlserver.html
import-data/atlas-data-federation.md,https://www.zoho.com/analytics/help/import-data/atlas-data-federation.html
import-data/cloud-database.md,https://www.zoho.com/analytics/help/import-data/cloud-database.html
import-data/cloud-drive.md,https://www.zoho.com/analytics/help/import-data/cloud-drive.html
import-data/csv.md,https://www.zoho.com/analytics/help/import-data/csv.html
import-data/databridge.md,https://www.zoho.com/analytics/help/import-data/databridge.html
import-data/digitalocean-mongodb.md,https://www.zoho.com/analytics/help/import-data/digitalocean-mongodb.html
import-data/digitalocean-mysql.md,https://www.zoho.com/analytics/help/import-data/digitalocean-mysql.html
import-data/digitalocean-postgresql.md,https://www.zoho.com/analytics/help/import-data/digitalocean-postgresql.html
import-data/digitalocean.md,https://www.zoho.com/analytics/help/import-data/digitalocean.html
import-data/elasticsearch.md,https://www.zoho.com/analytics/help/import-data/elasticsearch.html
import-data/enter-data-directly.md,https://www.zoho.com/analytics/help/import-data/enter-data-directly.html
import-data/feeds.md,https://www.zoho.com/analytics/help/import-data/feeds.html
import-data/files-feeds.md,https://www.zoho.com/analytics/help/import-data/files-feeds.html
import-data/google-sql.md,https://www.zoho.com/analytics/help/import-data/google-sql.html
import-data/hfsql.md,https://www.zoho.com/analytics/help/import-data/hfsql.html
import-data/local-DB2.md,https://www.zoho.com/analytics/help/import-data/local-DB2.html
import-data/local-actianvector.md,https://www.zoho.com/analytics/help/import-data/local-actianvector.html
import-data/local-amazon-aurora.md,https://www.zoho.com/analytics/help/import-data/local-amazon-aurora.html
import-data/local-databases.md,https://www.zoho.com/analytics/help/import-data/local-databases.html
import-data/local-denodo.md,https://www.zoho.com/analytics/help/import-data/local-denodo.html
import-data/local-exasol.md,https://www.zoho.com/analytics/help/import-data/local-exasol.html
import-data/local-firebird.md,https://www.zoho.com/analytics/help/import-data/local-firebird.html
import-data/local-greenplum.md,https://www.zoho.com/analytics/help/import-data/local-greenplum.html
import-data/local-hive.md,https://www.zoho.com/analytics/help/import-data/local-hive.html
import-data/local-hsql.md,https://www.zoho.com/analytics/help/import-data/local-hsql.html
import-data/local-jdbcdriversupported.md,https://www.zoho.com/analytics/help/import-data/local-jdbcdriversupported.html
import-data/local-maria-db.md,https://www.zoho.com/analytics/help/import-data/local-maria-db.html
import-data/local-msaccess.md,https://www.zoho.com/analytics/help/import-data/local-msaccess.html
import-data/local-my-sql.md,https://www.zoho.com/analytics/help/import-data/local-my-sql.html
import-data/local-oracle.md,https://www.zoho.com/analytics/help/import-data/local-oracle.html
import-data/local-pervasivesql.md,https://www.zoho.com/analytics/help/import-data/local-pervasivesql.html
import-data/local-postgresql.md,https://www.zoho.com/analytics/help/import-data/local-postgresql.html
import-data/local-saphana.md,https://www.zoho.com/analytics/help/import-data/local-saphana.html
import-data/local-sql-server.md,https://www.zoho.com/analytics/help/import-data/local-sql-server.html
import-data/local-sqlite.md,https://www.zoho.com/analytics/help/import-data/local-sqlite.html
import-data/local-sybase.md,https://www.zoho.com/analytics/help/import-data/local-sybase.html
import-data/local-vertica.md,https://www.zoho.com/analytics/help/import-data/local-vertica.html
import-data/local-yugabytedb.md,https://www.zoho.com/analytics/help/import-data/local-yugabytedb.html
import-data/microsoft-azure-index.md,https://www.zoho.com/analytics/help/import-data/microsoft-azure-index.html
import-data/microsoftazure-index.md,https://www.zoho.com/analytics/help/import-data/microsoftazure-index.html
import-data/multiple-sync-schedule.md,https://www.zoho.com/analytics/help/import-data/multiple-sync-schedule.html
import-data/oledb.md,https://www.zoho.com/analytics/help/import-data/oledb.html
import-data/presto.md,https://www.zoho.com/analytics/help/import-data/presto.html
import-data/progress-openedge.md,https://www.zoho.com/analytics/help/import-data/progress-openedge.html
import-data/relational-databases.md,https://www.zoho.com/analytics/help/import-data/relational-databases.html
import-data/trino.md,https://www.zoho.com/analytics/help/import-data/trino.html
import-data/upload-tool/db2-as400.md,https://www.zoho.com/analytics/help/import-data/upload-tool/db2-as400.html
import-data/upload-tool/firebird.md,https://www.zoho.com/analytics/help/import-data/upload-tool/firebird.html
import-data/upload-tool/msaccess.md,https://www.zoho.com/analytics/help/import-data/upload-tool/msaccess.html
import-data/upload-tool/sqlite.md,https://www.zoho.com/analytics/help/import-data/upload-tool/sqlite.html
import-data/yellowbricks.md,https://www.zoho.com/analytics/help/import-data/yellowbricks.html
import-data/zohoanalyticsworkspace.md,https://www.zoho.com/analytics/help/import-data/zohoanalyticsworkspace.html
import-datae/other-cloud.md,https://www.zoho.com/analytics/help/import-datae/other-cloud.html
import-upload-data-into-zoho-reports/business-app.md,https://www.zoho.com/analytics/help/import-upload-data-into-zoho-reports/business-app.html
import-upload-data-into-zoho-reports/import-data.md,https://www.zoho.com/analytics/help/import-upload-data-into-zoho-reports/import-data.html
import-upload-data-into-zoho-reports/importing-data-from-cloud-storage-drive.md,https://www.zoho.com/analytics/help/import-upload-data-into-zoho-reports/importing-data-from-cloud-storage-drive.html
incremental-fetch.md,https://www.zoho.com/analytics/help/incremental-fetch.html
index.md,https://www.zoho.com/analytics/help/
ipad.md,https://www.zoho.com/analytics/help/ipad.html
iphone.md,https://www.zoho.com/analytics/help/iphone.html
machine-learning/auto-ml.md,https://www.zoho.com/analytics/help/machine-learning/auto-ml.html
manage-role.md,https://www.zoho.com/analytics/help/manage-role.html
manageengine-servicedesk-plus-advanced-analytics.md,https://www.zoho.com/analytics/help/manageengine-servicedesk-plus-advanced-analytics.html
manageengine-supportcenter-plus-advanced-analytics.md,https://www.zoho.com/analytics/help/manageengine-supportcenter-plus-advanced-analytics.html
managing-datasources.md,https://www.zoho.com/analytics/help/managing-datasources.html
managing-users.md,https://www.zoho.com/analytics/help/managing-users.html
migrate-from-uploadtool/databridge.md,https://www.zoho.com/analytics/help/migrate-from-uploadtool/databridge.html
mobile-index.md,https://www.zoho.com/analytics/help/mobile-index.html
my-account-settings.md,https://www.zoho.com/analytics/help/my-account-settings.html
notifications.md,https://www.zoho.com/analytics/help/notifications.html
onpremise/analytics-dashboards-app.md,https://www.zoho.com/analytics/help/onpremise/analytics-dashboards-app.html
onpremise/analytics-dashboards-app/getting-started.md,https://www.zoho.com/analytics/help/onpremise/analytics-dashboards-app/getting-started.html
onpremise/api.md,https://www.zoho.com/analytics/help/onpremise/api
onpremise/overview.md,https://www.zoho.com/analytics/help/onpremise/overview.html
onpremise/sharing/sharing-to-a-user.md,https://www.zoho.com/analytics/help/onpremise/sharing/sharing-to-a-user.html
organization.md,https://www.zoho.com/analytics/help/organization.html
overview.md,https://www.zoho.com/analytics/help/overview.html
pivot-table.md,https://www.zoho.com/analytics/help/pivot-table/
pivot-table/creating-a-new-pivot-table.md,https://www.zoho.com/analytics/help/pivot-table/creating-a-new-pivot-table.html
pivot-table/customizing-a-pivot-table.md,https://www.zoho.com/analytics/help/pivot-table/customizing-a-pivot-table.html
pivot-table/working-with-pivot-tables.md,https://www.zoho.com/analytics/help/pivot-table/working-with-pivot-tables.html
portal.md,https://www.zoho.com/analytics/help/portal.html
portal/create.md,https://www.zoho.com/analytics/help/portal/create.html
portal/manage.md,https://www.zoho.com/analytics/help/portal/manage.html
portal/tableau-reports-zohoanalytics.md,https://www.zoho.com/analytics/help/portal/tableau-reports-zohoanalytics.html
pricing.md,https://www.zoho.com/analytics/help/pricing.html
publishing.md,https://www.zoho.com/analytics/help/publishing/
publishing/create-show-show.md,https://www.zoho.com/analytics/help/publishing/create-show-show.html
publishing/creating-url-to-views.md,https://www.zoho.com/analytics/help/publishing/creating-url-to-views.html
